mg_acc,FSA,origin_date,property_type,purchase_price,amort_period,loan_size,interest_rate,TDS,default,Sample,cust_id,cust_age,cust_gender,cust_income,cust_cr_score,loan_years,lvr
113211,V7G,2015-09-18,detached,2427000.0,25,1698900.0,1.82,0.44756138681055,0.0,Estimation,6554566,42,male,52900.0,892,7.059671300533145,0.7
346804,V5S,2018-10-07,semi-detached/row/town-houses,1161000.0,25,917190.0,1.87,0.440028134690124,1.0,Estimation,2587083,37,male,58200.0,892,4.006904987740958,0.79
676831,V1E,2017-08-24,detached,346000.0,25,266420.0,2.69,0.114943146650249,0.0,Estimation,8219814,52,male,46500.0,891,5.126708953599258,0.77
51182,V3Z,2015-02-19,apartment,373000.0,25,298400.0,2.32,0.294982307605217,1.0,Validation,2561865,49,male,46200.0,891,7.63736967900772,0.8
764402,V8P,2012-08-13,semi-detached/row/town-houses,529000.0,25,417910.0,1.6,0.314670643184946,1.0,Estimation,3019732,57,male,100900.0,891,10.156244125437146,0.79
501291,V8P,2013-07-21,semi-detached/row/town-houses,654000.0,30,523200.0,2.17,0.236239592681564,0.0,Estimation,3134901,52,male,101100.0,891,9.219879929047076,0.8
30345,V8T,2013-02-23,apartment,502000.0,25,401600.0,2.09,0.328916721649867,0.0,Estimation,8564962,56,male,149900.0,891,9.625090166081376,0.8
702462,V1C,2014-01-07,semi-detached/row/town-houses,333000.0,25,249750.0,2.15,0.183068385307719,0.0,Estimation,3003542,52,male,84100.0,890,8.754435737859032,0.75
951418,V2B,2015-03-14,semi-detached/row/town-houses,393000.0,25,310470.0,1.6,0.217899439119408,0.0,Estimation,2314995,53,male,45800.0,890,7.574397817846984,0.79
339675,V2A,2017-06-05,detached,557000.0,25,445600.0,2.15,0.179170994205701,0.0,Estimation,4283532,54,male,63400.0,890,5.345741514158338,0.8
907299,V8W,2016-07-13,apartment,531000.0,30,419490.0,2.75,0.359848268495632,0.0,Estimation,9332118,52,male,63100.0,890,6.2410371054435805,0.79
795882,V0S,2016-01-19,detached,511000.0,25,408800.0,2.13,0.384905553120885,0.0,Estimation,2408857,50,male,67600.0,890,6.722908738673558,0.8
183676,V1G,2016-06-01,apartment,273000.0,30,210210.0,1.46,0.139747712961361,0.0,Estimation,7747209,37,female,50800.0,889,6.356029199737098,0.77
835000,V0E,2018-07-03,detached,435000.0,25,334950.0,2.02,0.335223700765168,0.0,Estimation,5909687,30,male,75500.0,889,4.269744060411854,0.77
47854,V2T,2015-12-20,semi-detached/row/town-houses,469000.0,25,375200.0,1.92,0.233490785959035,0.0,Validation,956480,48,male,87100.0,889,6.805045948883214,0.8
154549,V0B,2018-11-12,detached,431000.0,25,344800.0,2.09,0.168502576613651,1.0,Estimation,2657308,32,male,61700.0,889,3.9083403354893718,0.8
591452,V7C,2015-04-05,semi-detached/row/town-houses,813000.0,25,626010.0,2.08,0.403319573114861,0.0,Estimation,2285026,60,male,94900.0,889,7.514163863693237,0.77
141137,V1G,2011-09-09,detached,406000.0,25,320740.0,2.23,0.245358186609132,0.0,Validation,3181498,61,male,65000.0,889,11.08439460080625,0.79
372119,V4Z,2017-06-06,detached,651000.0,30,520800.0,1.83,0.236066893672669,1.0,Estimation,867183,51,male,49800.0,889,5.34300360715135,0.8
26710,V2T,2018-01-08,semi-detached/row/town-houses,584000.0,30,438000.0,1.98,0.209037341298452,0.0,Validation,4343916,36,male,42100.0,888,4.751615693641833,0.75
949498,V6X,2015-09-06,apartment,509000.0,25,407200.0,2.26,0.225965282950691,1.0,Estimation,9617669,47,male,49800.0,888,7.0925261846170065,0.8
957926,V3A,2018-05-16,apartment,346000.0,25,276800.0,2.01,0.282336435557152,1.0,Estimation,3280995,42,male,127300.0,888,4.4011635967473035,0.8
629230,V9P,2012-09-30,detached,387000.0,25,305730.0,2.75,0.143931571172857,0.0,Validation,7412876,51,female,42500.0,888,10.024824589101698,0.79
394703,V5E,2015-12-26,semi-detached/row/town-houses,649000.0,30,499730.0,1.59,0.261761606052379,0.0,Estimation,140721,57,male,44600.0,888,6.788618506841282,0.77
603275,V3C,2018-01-02,semi-detached/row/town-houses,746000.0,25,596800.0,2.88,0.320324306415452,0.0,Estimation,4213956,37,male,60400.0,888,4.768043135683763,0.8
741415,V5B,2017-07-01,apartment,831000.0,25,631560.0,1.94,0.360206755039813,1.0,Estimation,9072842,41,male,180900.0,887,5.2745559319766375,0.76
645290,V3A,2018-06-29,semi-detached/row/town-houses,434000.0,25,347200.0,1.85,0.139608998571027,0.0,Estimation,4970831,59,male,47500.0,887,4.280695688439809,0.8
331619,V3R,2018-09-29,detached,1262000.0,25,1009600.0,1.97,0.295889166407493,0.0,Estimation,5263905,42,male,53800.0,887,4.028808243796866,0.8
311490,V6B,2016-05-30,apartment,1051000.0,25,819780.0,2.09,0.427354771445585,0.0,Validation,5973448,46,male,44500.0,887,6.361505013751075,0.78
196350,V9G,2017-05-22,detached,536000.0,25,407360.0,2.53,0.147118157230678,0.0,Validation,6726442,42,female,76300.0,887,5.384072212256178,0.76
367346,V2R,2014-06-19,semi-detached/row/town-houses,358000.0,30,279240.0,2.53,0.168719630832479,0.0,Estimation,7001381,60,male,181600.0,887,8.308156895719904,0.78
678920,V4N,2012-05-22,apartment,496000.0,25,396800.0,1.97,0.449383506090113,1.0,Estimation,8475847,63,male,63800.0,887,10.383490407017193,0.8
181750,V5C,2018-11-23,apartment,573000.0,25,435480.0,1.69,0.380911161711207,1.0,Estimation,2810006,45,male,119800.0,886,3.878223358412498,0.76
763322,V3Y,2018-11-22,detached,882000.0,25,696780.0,2.17,0.39219072766317,1.0,Estimation,6888849,60,male,155600.0,886,3.8809612654194865,0.79
299761,V3X,2018-08-07,semi-detached/row/town-houses,794000.0,25,635200.0,2.44,0.424685621770742,0.0,Estimation,5117371,52,male,37900.0,886,4.173917315167257,0.8
608605,V6B,2018-06-02,apartment,1261000.0,20,996190.0,1.89,0.318751522922544,0.0,Validation,1499246,35,male,62700.0,886,4.354619177628498,0.79
782449,V2L,2015-05-23,detached,294000.0,25,229320.0,2.12,0.153392029753138,0.0,Estimation,9793377,42,male,53500.0,886,7.382744327357789,0.78
315138,V6P,2018-01-21,semi-detached/row/town-houses,1523000.0,25,1218400.0,1.65,0.386265852839247,0.0,Estimation,9826756,55,male,49500.0,886,4.716022902550982,0.8
829930,V9N,2013-04-26,detached,535000.0,25,406600.0,2.39,0.190463219673124,0.0,Validation,3499231,50,male,174200.0,886,9.455339931648089,0.76
164288,V9C,2014-11-26,semi-detached/row/town-houses,238000.0,25,188020.0,2.99,0.122647146606406,0.0,Estimation,3704693,41,female,77800.0,886,7.870091774601743,0.79
362651,V8T,2018-07-24,apartment,457000.0,30,365600.0,2.49,0.356076211206487,1.0,Validation,646169,34,male,54100.0,886,4.212248013265096,0.8
339035,V2N,2011-03-12,semi-detached/row/town-houses,190000.0,30,152000.0,1.75,0.119774598108595,0.0,Estimation,4309919,50,male,54100.0,886,11.579955769071171,0.8
530,V2Y,2016-07-06,detached,1101000.0,25,880800.0,1.27,0.264892750862662,0.0,Validation,6501282,47,male,60800.0,886,6.2602024544925,0.8
819833,V8A,2012-10-28,detached,314000.0,30,241780.0,1.42,0.0707208802933033,0.0,Estimation,707416,43,male,85300.0,886,9.94816319290602,0.77
196901,V2A,2013-09-05,apartment,378000.0,25,298620.0,2.18,0.150975728800211,0.0,Estimation,1427735,34,male,85700.0,885,9.093936206725605,0.79
253684,V2G,2016-09-03,apartment,105000.0,25,79800.0,1.39,0.0774510696173046,0.0,Estimation,9516081,33,male,52000.0,885,6.098665941080179,0.76
610493,V5H,2018-05-20,apartment,532000.0,25,420280.0,2.51,0.336484790556125,1.0,Estimation,6890097,47,male,89500.0,885,4.390211968719349,0.79
272542,V0N,2013-05-24,detached,540000.0,25,432000.0,1.78,0.425062974295191,1.0,Estimation,6686146,31,male,86900.0,885,9.37867853545241,0.8
266119,V3Y,2011-06-01,apartment,392000.0,25,313600.0,2.79,0.271269832647512,0.0,Validation,6129078,54,male,141200.0,885,11.3581853015051,0.8
680997,V0J,2018-09-13,detached,428000.0,25,338120.0,1.55,0.286122023649218,0.0,Estimation,2343499,48,male,50400.0,885,4.072614755908682,0.79
334406,V4L,2016-11-22,semi-detached/row/town-houses,933000.0,25,746400.0,1.56,0.232774425258031,0.0,Estimation,7874778,36,female,44500.0,884,5.879633380521097,0.8
562397,V0T,2015-05-21,detached,145000.0,30,111650.0,1.6,0.0692277312285834,0.0,Estimation,9723682,55,male,94200.0,884,7.388220141371765,0.77
56253,V2X,2014-09-24,detached,657000.0,25,519030.0,1.25,0.213078751154141,0.0,Validation,5247341,31,male,58000.0,884,8.042579916042019,0.79
116149,V3T,2011-02-04,semi-detached/row/town-houses,710000.0,30,560900.0,2.12,0.251475530675151,0.0,Validation,154798,51,male,96900.0,884,11.678520421322757,0.79
186093,V9L,2011-09-07,semi-detached/row/town-houses,221000.0,25,176800.0,2.72,0.147204155973144,0.0,Estimation,5690414,35,male,43000.0,884,11.089870414820227,0.8
633916,V1E,2015-06-13,apartment,300000.0,25,237000.0,1.95,0.218481678495929,0.0,Estimation,940105,40,male,56900.0,884,7.32524828021103,0.79
554391,V3T,2016-02-13,detached,943000.0,25,744970.0,1.58,0.325116547275019,0.0,Estimation,4348430,42,male,69200.0,884,6.654461063498846,0.79
206196,V9T,2018-02-10,detached,434000.0,30,347200.0,1.95,0.11089347107058,0.0,Estimation,79120,31,male,64300.0,884,4.661264762411212,0.8
321827,V1B,2016-02-05,detached,528000.0,25,380160.0,2.53,0.15900025265793,0.0,Estimation,5997334,50,male,40800.0,884,6.676364319554754,0.72
368746,V0C,2016-03-09,detached,532000.0,30,420280.0,1.86,0.266018335605789,0.0,Estimation,19130,41,male,169300.0,884,6.586013388324132,0.79
152193,V2B,2017-08-17,apartment,256000.0,30,204800.0,2.46,0.185482267863149,0.0,Validation,972666,40,male,50900.0,883,5.145874302648178,0.8
362157,V2E,2017-07-19,semi-detached/row/town-houses,405000.0,25,324000.0,2.85,0.264387546087527,1.0,Validation,6965965,64,male,42700.0,883,5.225273605850845,0.8
348891,V9N,2018-11-12,semi-detached/row/town-houses,323000.0,25,258400.0,1.99,0.22273625778164,0.0,Estimation,8657162,42,female,44400.0,883,3.9083403354893718,0.8
184291,V2V,2014-05-09,semi-detached/row/town-houses,364000.0,25,291200.0,1.32,0.17777526203317,1.0,Validation,5942404,58,male,41700.0,882,8.420411083006433,0.8
909701,V4M,2011-10-20,detached,1271000.0,25,1016800.0,2.52,0.383407911009119,1.0,Estimation,8229819,52,male,63100.0,882,10.972140413519721,0.8
669449,V8A,2013-06-26,detached,348000.0,30,267960.0,1.47,0.124689119363052,0.0,Estimation,6002823,44,male,67800.0,882,9.28832760422179,0.77
612635,V9B,2018-11-30,apartment,183000.0,25,133590.0,1.26,0.0947072016132115,0.0,Validation,1514553,27,male,248700.0,882,3.8590580093635785,0.73
516322,V3N,2017-04-20,semi-detached/row/town-houses,869000.0,25,695200.0,1.93,0.32754601678436,0.0,Validation,1135001,43,male,71800.0,881,5.47168523647981,0.8
18467,V9T,2013-06-25,apartment,324000.0,25,255960.0,2.69,0.337442961962149,0.0,Estimation,3664223,58,male,41200.0,881,9.291065511228778,0.79
498933,V3J,2018-09-24,semi-detached/row/town-houses,873000.0,30,698400.0,1.65,0.443158947072194,0.0,Estimation,993865,46,male,57500.0,881,4.042497778831809,0.8
576538,V9N,2018-05-10,detached,417000.0,25,325260.0,1.89,0.231051640937712,0.0,Estimation,2129698,42,male,152800.0,881,4.417591038789234,0.78
229401,V8C,2017-03-04,apartment,191000.0,25,152800.0,2.07,0.184065413685712,1.0,Estimation,3935474,48,male,57100.0,881,5.60036686580827,0.8
386799,V2P,2014-08-16,detached,519000.0,25,415200.0,2.39,0.119248336144905,0.0,Estimation,9890480,35,male,118700.0,880,8.14935828931457,0.8
486262,V5E,2014-01-14,apartment,573000.0,25,452670.0,3.06,0.27548998646433,1.0,Validation,1944322,52,male,190300.0,880,8.735270388810111,0.79
874782,V1E,2012-09-29,detached,564000.0,25,451200.0,2.18,0.189964955157575,0.0,Estimation,3077145,49,male,121000.0,880,10.027562496108686,0.8
197398,V1K,2017-01-18,detached,390000.0,25,308100.0,2.08,0.14432436824409,0.0,Validation,2035531,48,male,129100.0,880,5.723572681122753,0.79
494837,V4A,2015-11-03,apartment,388000.0,25,310400.0,3.09,0.240454045130129,0.0,Estimation,3680998,46,male,74300.0,880,6.933727578211673,0.8
836372,V5E,2015-12-30,semi-detached/row/town-houses,1025000.0,30,820000.0,2.7,0.249203386202117,1.0,Validation,6343588,55,male,94200.0,880,6.777666878813328,0.8
161229,V3Y,2017-01-31,semi-detached/row/town-houses,687000.0,25,542730.0,2.14,0.381443160918805,0.0,Estimation,9327053,60,male,145300.0,880,5.687979890031902,0.79
383059,V5C,2018-06-06,apartment,541000.0,25,405750.0,1.36,0.265733867539605,0.0,Estimation,4743482,42,male,67200.0,880,4.343667549600545,0.75
49840,V7A,2016-05-20,apartment,739000.0,25,591200.0,1.22,0.41880105167765,1.0,Validation,6090439,44,male,59000.0,880,6.38888408382096,0.8
801500,V8X,2015-03-08,semi-detached/row/town-houses,558000.0,25,424080.0,1.43,0.271952654258547,0.0,Validation,6968896,52,male,187800.0,879,7.590825259888915,0.76
535883,V3J,2013-03-16,detached,1120000.0,25,896000.0,2.15,0.420130397342159,1.0,Validation,1787533,49,male,76200.0,879,9.567594118934618,0.8
664894,V5B,2014-03-09,semi-detached/row/town-houses,799000.0,25,623220.0,2.33,0.33717710748696,0.0,Validation,9939525,46,male,120500.0,879,8.587423410432732,0.78
800621,V4R,2018-02-09,semi-detached/row/town-houses,529000.0,20,423200.0,2.29,0.233682314632231,0.0,Estimation,2582090,44,male,100900.0,879,4.6640026694182,0.8
892788,V3R,2013-04-02,apartment,466000.0,25,368140.0,1.78,0.311776451588227,0.0,Validation,5016250,65,male,35300.0,879,9.521049699815812,0.79
494995,V8J,2016-08-30,detached,246000.0,20,196800.0,2.46,0.0944908693559586,0.0,Estimation,1628255,38,male,49400.0,879,6.109617569108132,0.8
510110,V3S,2017-10-31,apartment,346000.0,25,276800.0,1.34,0.238284944619736,0.0,Estimation,1844532,53,female,48200.0,878,4.940531277124039,0.8
833814,V4R,2015-02-01,apartment,463000.0,30,347250.0,2.29,0.36847055861885,1.0,Validation,9059549,38,male,102600.0,878,7.686652005133513,0.75
623510,V8M,2016-05-29,apartment,521000.0,25,416800.0,2.53,0.273335265677405,0.0,Estimation,9249020,51,male,48100.0,878,6.3642429207580635,0.8
217636,V6Y,2014-12-03,semi-detached/row/town-houses,1045000.0,25,836000.0,1.66,0.424964710545861,1.0,Estimation,3909937,31,male,71600.0,878,7.8509264255528235,0.8
875975,V0A,2017-06-13,detached,401000.0,25,320800.0,1.27,0.335701273773027,0.0,Validation,1298263,31,male,46500.0,878,5.32383825810243,0.8
285195,V3V,2018-01-02,apartment,474000.0,30,350760.0,2.27,0.327504614582504,0.0,Estimation,8448186,47,male,50300.0,877,4.768043135683763,0.74
110031,V2R,2012-07-02,apartment,257000.0,25,205600.0,1.96,0.26139267843151,0.0,Validation,834330,47,male,220100.0,877,10.271236219730664,0.8
384492,V8Z,2013-05-03,apartment,375000.0,25,300000.0,2.06,0.368103022418264,0.0,Estimation,2797541,59,male,51800.0,877,9.436174582599168,0.8
820597,V9M,2018-07-09,semi-detached/row/town-houses,467000.0,25,368930.0,1.82,0.27271658486375,0.0,Estimation,7357587,44,female,43100.0,877,4.253316618369924,0.79
446938,V8M,2013-08-17,detached,649000.0,30,519200.0,2.03,0.174898755512194,0.0,Estimation,7002391,56,male,79400.0,877,9.145956439858388,0.8
185377,V9P,2011-09-16,apartment,350000.0,25,276500.0,2.49,0.25276815618164,0.0,Estimation,8085126,56,male,21800.0,877,11.065229251757332,0.79
782032,V6Z,2012-08-07,apartment,1210000.0,25,943800.0,1.98,0.34565824466606,1.0,Validation,4743852,33,male,158300.0,876,10.172671567479078,0.78
380642,V5C,2013-04-12,apartment,612000.0,30,489600.0,1.49,0.359792296122823,0.0,Estimation,803477,58,male,66800.0,876,9.493670629745928,0.8
416754,V2K,2017-08-24,detached,271000.0,30,216800.0,2.12,0.107451970869073,1.0,Validation,6546418,43,male,51000.0,876,5.126708953599258,0.8
136668,V1Y,2013-04-06,apartment,328000.0,25,262400.0,1.35,0.259722811814206,0.0,Estimation,7854244,48,male,80600.0,876,9.510098071787858,0.8
681858,V1M,2016-01-05,semi-detached/row/town-houses,423000.0,25,334170.0,2.05,0.169975161087764,1.0,Validation,1801444,53,male,59100.0,876,6.7612394367713975,0.79
114197,V3X,2017-12-04,semi-detached/row/town-houses,594000.0,25,475200.0,1.88,0.40786750748474,1.0,Validation,7462506,55,male,53900.0,876,4.84744243888643,0.8
451902,V0R,2011-01-26,detached,336000.0,25,268800.0,2.46,0.110283077630326,0.0,Estimation,4972075,52,male,64200.0,875,11.703161584385654,0.8
390310,V2T,2018-04-24,apartment,267000.0,30,213600.0,2.57,0.268695599006794,0.0,Estimation,9477724,44,male,89300.0,875,4.46139755090105,0.8
192992,V4C,2014-09-11,semi-detached/row/town-houses,674000.0,20,539200.0,1.75,0.395597634489566,1.0,Validation,2387089,46,male,137700.0,875,8.07817270713287,0.8
684450,V6B,2014-03-15,apartment,842000.0,25,631500.0,2.39,0.41615164320755,0.0,Estimation,6222373,47,male,49100.0,875,8.5709959683908,0.75
805861,V0R,2014-02-23,detached,333000.0,30,266400.0,2.41,0.156559786008672,0.0,Estimation,2671643,33,male,47000.0,875,8.62575410853057,0.8
392103,V2P,2012-10-27,detached,814000.0,25,610500.0,2.69,0.333536451182913,0.0,Estimation,8298934,31,male,53100.0,874,9.95090109991301,0.75
425881,V8V,2017-05-07,semi-detached/row/town-houses,792000.0,25,633600.0,2.13,0.324691659995051,1.0,Validation,2601747,60,female,23700.0,874,5.425140817361005,0.8
537775,V6A,2018-10-02,apartment,847000.0,20,669130.0,2.81,0.358481545813255,0.0,Validation,1239927,42,male,122000.0,874,4.020594522775901,0.79
90072,V1M,2018-01-18,apartment,312000.0,25,240240.0,1.78,0.0580235661287457,0.0,Estimation,8174136,57,male,128600.0,874,4.724236623571947,0.77
634693,V1N,2015-08-01,detached,284000.0,25,198800.0,2.31,0.0841920025983387,0.0,Estimation,8147930,51,male,87900.0,874,7.191090836868593,0.7
538989,V2C,2018-04-05,detached,634000.0,20,507200.0,2.1,0.219822761802171,0.0,Estimation,2864585,44,female,166100.0,874,4.513417784033832,0.8
24292,V9P,2017-12-15,detached,415000.0,25,332000.0,2.21,0.258082970778008,1.0,Estimation,9532073,50,male,46600.0,873,4.817325461809557,0.8
788719,V0C,2018-04-20,detached,478000.0,25,377620.0,1.61,0.289959121987456,0.0,Estimation,4122265,44,female,50400.0,873,4.472349178929004,0.79
749204,V8Z,2018-03-17,semi-detached/row/town-houses,553000.0,25,442400.0,1.63,0.264242072241691,0.0,Validation,6638156,35,male,45000.0,872,4.565438017166613,0.8
66885,V1T,2018-11-27,apartment,267000.0,25,213600.0,3.42,0.25454637086601,1.0,Estimation,608768,42,male,96700.0,872,3.867271730384544,0.8
945156,V3T,2015-03-25,apartment,470000.0,25,376000.0,2.86,0.366731747829419,0.0,Estimation,9977820,44,male,164400.0,872,7.54428084077011,0.8
179579,V6X,2014-11-22,apartment,534000.0,30,427200.0,2.03,0.184013149799216,0.0,Validation,8300584,43,male,55500.0,872,7.881043402629697,0.8
444703,V2P,2018-10-31,detached,874000.0,30,699200.0,2.58,0.445593589784059,0.0,Estimation,8616542,45,male,59300.0,872,3.941195219573234,0.8
123450,V9Z,2016-12-08,detached,656000.0,25,505120.0,1.52,0.334386958463524,0.0,Validation,4573347,57,male,45600.0,872,5.835826868409281,0.77
428768,V0E,2016-03-31,detached,732000.0,25,585600.0,2.42,0.296120955736118,0.0,Estimation,9306985,47,male,108200.0,872,6.525779434170386,0.8
355568,V2R,2014-04-06,semi-detached/row/town-houses,372000.0,25,271560.0,2.14,0.148122754103113,0.0,Validation,3530108,38,male,55200.0,872,8.510762014237054,0.73
