mg_acc,FSA,origin_date,property_type,purchase_price,amort_period,loan_size,interest_rate,TDS,default,Sample,cust_id,cust_age,cust_gender,cust_income,cust_cr_score,loan_years,lvr
959245,V9B,2016-03-19,semi-detached/row/town-houses,301000.0,25,240800.0,2.29,0.122671234388629,0.0,Estimation,7992419,57,male,55500.0,892,6.5586343182542475,0.8
113211,V7G,2015-09-18,detached,2427000.0,25,1698900.0,1.82,0.44756138681055,0.0,Estimation,6554566,42,male,52900.0,892,7.059671300533145,0.7
346804,V5S,2018-10-07,semi-detached/row/town-houses,1161000.0,25,917190.0,1.87,0.440028134690124,1.0,Estimation,2587083,37,male,58200.0,892,4.006904987740958,0.79
676831,V1E,2017-08-24,detached,346000.0,25,266420.0,2.69,0.114943146650249,0.0,Estimation,8219814,52,male,46500.0,891,5.126708953599258,0.77
764402,V8P,2012-08-13,semi-detached/row/town-houses,529000.0,25,417910.0,1.6,0.314670643184946,1.0,Estimation,3019732,57,male,100900.0,891,10.156244125437146,0.79
501291,V8P,2013-07-21,semi-detached/row/town-houses,654000.0,30,523200.0,2.17,0.236239592681564,0.0,Estimation,3134901,52,male,101100.0,891,9.219879929047076,0.8
30345,V8T,2013-02-23,apartment,502000.0,25,401600.0,2.09,0.328916721649867,0.0,Estimation,8564962,56,male,149900.0,891,9.625090166081376,0.8
702462,V1C,2014-01-07,semi-detached/row/town-houses,333000.0,25,249750.0,2.15,0.183068385307719,0.0,Estimation,3003542,52,male,84100.0,890,8.754435737859032,0.75
951418,V2B,2015-03-14,semi-detached/row/town-houses,393000.0,25,310470.0,1.6,0.217899439119408,0.0,Estimation,2314995,53,male,45800.0,890,7.574397817846984,0.79
339675,V2A,2017-06-05,detached,557000.0,25,445600.0,2.15,0.179170994205701,0.0,Estimation,4283532,54,male,63400.0,890,5.345741514158338,0.8
907299,V8W,2016-07-13,apartment,531000.0,30,419490.0,2.75,0.359848268495632,0.0,Estimation,9332118,52,male,63100.0,890,6.2410371054435805,0.79
795882,V0S,2016-01-19,detached,511000.0,25,408800.0,2.13,0.384905553120885,0.0,Estimation,2408857,50,male,67600.0,890,6.722908738673558,0.8
183676,V1G,2016-06-01,apartment,273000.0,30,210210.0,1.46,0.139747712961361,0.0,Estimation,7747209,37,female,50800.0,889,6.356029199737098,0.77
835000,V0E,2018-07-03,detached,435000.0,25,334950.0,2.02,0.335223700765168,0.0,Estimation,5909687,30,male,75500.0,889,4.269744060411854,0.77
154549,V0B,2018-11-12,detached,431000.0,25,344800.0,2.09,0.168502576613651,1.0,Estimation,2657308,32,male,61700.0,889,3.9083403354893718,0.8
591452,V7C,2015-04-05,semi-detached/row/town-houses,813000.0,25,626010.0,2.08,0.403319573114861,0.0,Estimation,2285026,60,male,94900.0,889,7.514163863693237,0.77
372119,V4Z,2017-06-06,detached,651000.0,30,520800.0,1.83,0.236066893672669,1.0,Estimation,867183,51,male,49800.0,889,5.34300360715135,0.8
949498,V6X,2015-09-06,apartment,509000.0,25,407200.0,2.26,0.225965282950691,1.0,Estimation,9617669,47,male,49800.0,888,7.0925261846170065,0.8
957926,V3A,2018-05-16,apartment,346000.0,25,276800.0,2.01,0.282336435557152,1.0,Estimation,3280995,42,male,127300.0,888,4.4011635967473035,0.8
394703,V5E,2015-12-26,semi-detached/row/town-houses,649000.0,30,499730.0,1.59,0.261761606052379,0.0,Estimation,140721,57,male,44600.0,888,6.788618506841282,0.77
603275,V3C,2018-01-02,semi-detached/row/town-houses,746000.0,25,596800.0,2.88,0.320324306415452,0.0,Estimation,4213956,37,male,60400.0,888,4.768043135683763,0.8
741415,V5B,2017-07-01,apartment,831000.0,25,631560.0,1.94,0.360206755039813,1.0,Estimation,9072842,41,male,180900.0,887,5.2745559319766375,0.76
645290,V3A,2018-06-29,semi-detached/row/town-houses,434000.0,25,347200.0,1.85,0.139608998571027,0.0,Estimation,4970831,59,male,47500.0,887,4.280695688439809,0.8
331619,V3R,2018-09-29,detached,1262000.0,25,1009600.0,1.97,0.295889166407493,0.0,Estimation,5263905,42,male,53800.0,887,4.028808243796866,0.8
367346,V2R,2014-06-19,semi-detached/row/town-houses,358000.0,30,279240.0,2.53,0.168719630832479,0.0,Estimation,7001381,60,male,181600.0,887,8.308156895719904,0.78
678920,V4N,2012-05-22,apartment,496000.0,25,396800.0,1.97,0.449383506090113,1.0,Estimation,8475847,63,male,63800.0,887,10.383490407017193,0.8
181750,V5C,2018-11-23,apartment,573000.0,25,435480.0,1.69,0.380911161711207,1.0,Estimation,2810006,45,male,119800.0,886,3.878223358412498,0.76
763322,V3Y,2018-11-22,detached,882000.0,25,696780.0,2.17,0.39219072766317,1.0,Estimation,6888849,60,male,155600.0,886,3.8809612654194865,0.79
299761,V3X,2018-08-07,semi-detached/row/town-houses,794000.0,25,635200.0,2.44,0.424685621770742,0.0,Estimation,5117371,52,male,37900.0,886,4.173917315167257,0.8
782449,V2L,2015-05-23,detached,294000.0,25,229320.0,2.12,0.153392029753138,0.0,Estimation,9793377,42,male,53500.0,886,7.382744327357789,0.78
315138,V6P,2018-01-21,semi-detached/row/town-houses,1523000.0,25,1218400.0,1.65,0.386265852839247,0.0,Estimation,9826756,55,male,49500.0,886,4.716022902550982,0.8
164288,V9C,2014-11-26,semi-detached/row/town-houses,238000.0,25,188020.0,2.99,0.122647146606406,0.0,Estimation,3704693,41,female,77800.0,886,7.870091774601743,0.79
339035,V2N,2011-03-12,semi-detached/row/town-houses,190000.0,30,152000.0,1.75,0.119774598108595,0.0,Estimation,4309919,50,male,54100.0,886,11.579955769071171,0.8
819833,V8A,2012-10-28,detached,314000.0,30,241780.0,1.42,0.0707208802933033,0.0,Estimation,707416,43,male,85300.0,886,9.94816319290602,0.77
196901,V2A,2013-09-05,apartment,378000.0,25,298620.0,2.18,0.150975728800211,0.0,Estimation,1427735,34,male,85700.0,885,9.093936206725605,0.79
253684,V2G,2016-09-03,apartment,105000.0,25,79800.0,1.39,0.0774510696173046,0.0,Estimation,9516081,33,male,52000.0,885,6.098665941080179,0.76
610493,V5H,2018-05-20,apartment,532000.0,25,420280.0,2.51,0.336484790556125,1.0,Estimation,6890097,47,male,89500.0,885,4.390211968719349,0.79
272542,V0N,2013-05-24,detached,540000.0,25,432000.0,1.78,0.425062974295191,1.0,Estimation,6686146,31,male,86900.0,885,9.37867853545241,0.8
680997,V0J,2018-09-13,detached,428000.0,25,338120.0,1.55,0.286122023649218,0.0,Estimation,2343499,48,male,50400.0,885,4.072614755908682,0.79
334406,V4L,2016-11-22,semi-detached/row/town-houses,933000.0,25,746400.0,1.56,0.232774425258031,0.0,Estimation,7874778,36,female,44500.0,884,5.879633380521097,0.8
562397,V0T,2015-05-21,detached,145000.0,30,111650.0,1.6,0.0692277312285834,0.0,Estimation,9723682,55,male,94200.0,884,7.388220141371765,0.77
186093,V9L,2011-09-07,semi-detached/row/town-houses,221000.0,25,176800.0,2.72,0.147204155973144,0.0,Estimation,5690414,35,male,43000.0,884,11.089870414820227,0.8
633916,V1E,2015-06-13,apartment,300000.0,25,237000.0,1.95,0.218481678495929,0.0,Estimation,940105,40,male,56900.0,884,7.32524828021103,0.79
554391,V3T,2016-02-13,detached,943000.0,25,744970.0,1.58,0.325116547275019,0.0,Estimation,4348430,42,male,69200.0,884,6.654461063498846,0.79
206196,V9T,2018-02-10,detached,434000.0,30,347200.0,1.95,0.11089347107058,0.0,Estimation,79120,31,male,64300.0,884,4.661264762411212,0.8
321827,V1B,2016-02-05,detached,528000.0,25,380160.0,2.53,0.15900025265793,0.0,Estimation,5997334,50,male,40800.0,884,6.676364319554754,0.72
368746,V0C,2016-03-09,detached,532000.0,30,420280.0,1.86,0.266018335605789,0.0,Estimation,19130,41,male,169300.0,884,6.586013388324132,0.79
348891,V9N,2018-11-12,semi-detached/row/town-houses,323000.0,25,258400.0,1.99,0.22273625778164,0.0,Estimation,8657162,42,female,44400.0,883,3.9083403354893718,0.8
909701,V4M,2011-10-20,detached,1271000.0,25,1016800.0,2.52,0.383407911009119,1.0,Estimation,8229819,52,male,63100.0,882,10.972140413519721,0.8
669449,V8A,2013-06-26,detached,348000.0,30,267960.0,1.47,0.124689119363052,0.0,Estimation,6002823,44,male,67800.0,882,9.28832760422179,0.77
18467,V9T,2013-06-25,apartment,324000.0,25,255960.0,2.69,0.337442961962149,0.0,Estimation,3664223,58,male,41200.0,881,9.291065511228778,0.79
498933,V3J,2018-09-24,semi-detached/row/town-houses,873000.0,30,698400.0,1.65,0.443158947072194,0.0,Estimation,993865,46,male,57500.0,881,4.042497778831809,0.8
576538,V9N,2018-05-10,detached,417000.0,25,325260.0,1.89,0.231051640937712,0.0,Estimation,2129698,42,male,152800.0,881,4.417591038789234,0.78
229401,V8C,2017-03-04,apartment,191000.0,25,152800.0,2.07,0.184065413685712,1.0,Estimation,3935474,48,male,57100.0,881,5.60036686580827,0.8
386799,V2P,2014-08-16,detached,519000.0,25,415200.0,2.39,0.119248336144905,0.0,Estimation,9890480,35,male,118700.0,880,8.14935828931457,0.8
874782,V1E,2012-09-29,detached,564000.0,25,451200.0,2.18,0.189964955157575,0.0,Estimation,3077145,49,male,121000.0,880,10.027562496108686,0.8
494837,V4A,2015-11-03,apartment,388000.0,25,310400.0,3.09,0.240454045130129,0.0,Estimation,3680998,46,male,74300.0,880,6.933727578211673,0.8
161229,V3Y,2017-01-31,semi-detached/row/town-houses,687000.0,25,542730.0,2.14,0.381443160918805,0.0,Estimation,9327053,60,male,145300.0,880,5.687979890031902,0.79
383059,V5C,2018-06-06,apartment,541000.0,25,405750.0,1.36,0.265733867539605,0.0,Estimation,4743482,42,male,67200.0,880,4.343667549600545,0.75
800621,V4R,2018-02-09,semi-detached/row/town-houses,529000.0,20,423200.0,2.29,0.233682314632231,0.0,Estimation,2582090,44,male,100900.0,879,4.6640026694182,0.8
494995,V8J,2016-08-30,detached,246000.0,20,196800.0,2.46,0.0944908693559586,0.0,Estimation,1628255,38,male,49400.0,879,6.109617569108132,0.8
510110,V3S,2017-10-31,apartment,346000.0,25,276800.0,1.34,0.238284944619736,0.0,Estimation,1844532,53,female,48200.0,878,4.940531277124039,0.8
623510,V8M,2016-05-29,apartment,521000.0,25,416800.0,2.53,0.273335265677405,0.0,Estimation,9249020,51,male,48100.0,878,6.3642429207580635,0.8
217636,V6Y,2014-12-03,semi-detached/row/town-houses,1045000.0,25,836000.0,1.66,0.424964710545861,1.0,Estimation,3909937,31,male,71600.0,878,7.8509264255528235,0.8
285195,V3V,2018-01-02,apartment,474000.0,30,350760.0,2.27,0.327504614582504,0.0,Estimation,8448186,47,male,50300.0,877,4.768043135683763,0.74
384492,V8Z,2013-05-03,apartment,375000.0,25,300000.0,2.06,0.368103022418264,0.0,Estimation,2797541,59,male,51800.0,877,9.436174582599168,0.8
820597,V9M,2018-07-09,semi-detached/row/town-houses,467000.0,25,368930.0,1.82,0.27271658486375,0.0,Estimation,7357587,44,female,43100.0,877,4.253316618369924,0.79
446938,V8M,2013-08-17,detached,649000.0,30,519200.0,2.03,0.174898755512194,0.0,Estimation,7002391,56,male,79400.0,877,9.145956439858388,0.8
185377,V9P,2011-09-16,apartment,350000.0,25,276500.0,2.49,0.25276815618164,0.0,Estimation,8085126,56,male,21800.0,877,11.065229251757332,0.79
380642,V5C,2013-04-12,apartment,612000.0,30,489600.0,1.49,0.359792296122823,0.0,Estimation,803477,58,male,66800.0,876,9.493670629745928,0.8
136668,V1Y,2013-04-06,apartment,328000.0,25,262400.0,1.35,0.259722811814206,0.0,Estimation,7854244,48,male,80600.0,876,9.510098071787858,0.8
451902,V0R,2011-01-26,detached,336000.0,25,268800.0,2.46,0.110283077630326,0.0,Estimation,4972075,52,male,64200.0,875,11.703161584385654,0.8
390310,V2T,2018-04-24,apartment,267000.0,30,213600.0,2.57,0.268695599006794,0.0,Estimation,9477724,44,male,89300.0,875,4.46139755090105,0.8
684450,V6B,2014-03-15,apartment,842000.0,25,631500.0,2.39,0.41615164320755,0.0,Estimation,6222373,47,male,49100.0,875,8.5709959683908,0.75
805861,V0R,2014-02-23,detached,333000.0,30,266400.0,2.41,0.156559786008672,0.0,Estimation,2671643,33,male,47000.0,875,8.62575410853057,0.8
392103,V2P,2012-10-27,detached,814000.0,25,610500.0,2.69,0.333536451182913,0.0,Estimation,8298934,31,male,53100.0,874,9.95090109991301,0.75
90072,V1M,2018-01-18,apartment,312000.0,25,240240.0,1.78,0.0580235661287457,0.0,Estimation,8174136,57,male,128600.0,874,4.724236623571947,0.77
634693,V1N,2015-08-01,detached,284000.0,25,198800.0,2.31,0.0841920025983387,0.0,Estimation,8147930,51,male,87900.0,874,7.191090836868593,0.7
538989,V2C,2018-04-05,detached,634000.0,20,507200.0,2.1,0.219822761802171,0.0,Estimation,2864585,44,female,166100.0,874,4.513417784033832,0.8
24292,V9P,2017-12-15,detached,415000.0,25,332000.0,2.21,0.258082970778008,1.0,Estimation,9532073,50,male,46600.0,873,4.817325461809557,0.8
788719,V0C,2018-04-20,detached,478000.0,25,377620.0,1.61,0.289959121987456,0.0,Estimation,4122265,44,female,50400.0,873,4.472349178929004,0.79
66885,V1T,2018-11-27,apartment,267000.0,25,213600.0,3.42,0.25454637086601,1.0,Estimation,608768,42,male,96700.0,872,3.867271730384544,0.8
945156,V3T,2015-03-25,apartment,470000.0,25,376000.0,2.86,0.366731747829419,0.0,Estimation,9977820,44,male,164400.0,872,7.54428084077011,0.8
444703,V2P,2018-10-31,detached,874000.0,30,699200.0,2.58,0.445593589784059,0.0,Estimation,8616542,45,male,59300.0,872,3.941195219573234,0.8
428768,V0E,2016-03-31,detached,732000.0,25,585600.0,2.42,0.296120955736118,0.0,Estimation,9306985,47,male,108200.0,872,6.525779434170386,0.8
147178,V2Z,2018-02-21,apartment,351000.0,25,270270.0,1.43,0.209572311063789,1.0,Estimation,3579531,50,male,168300.0,871,4.631147785334338,0.77
353796,V4V,2018-04-09,apartment,434000.0,30,347200.0,1.91,0.245806952184235,0.0,Estimation,7134797,55,male,83700.0,871,4.502466156005878,0.8
741241,V4M,2018-12-14,apartment,608000.0,30,486400.0,1.2,0.435708632085755,1.0,Estimation,8593380,30,male,70000.0,871,3.8207273112657396,0.8
495060,V1C,2016-07-30,detached,251000.0,25,200800.0,1.99,0.156467588724493,0.0,Estimation,3003481,27,male,72600.0,871,6.194492686324776,0.8
531533,V1V,2016-03-08,apartment,336000.0,30,258720.0,1.68,0.223517575400051,1.0,Estimation,7090912,55,male,137900.0,871,6.588751295331122,0.77
48824,V3G,2013-05-09,semi-detached/row/town-houses,430000.0,25,344000.0,2.1,0.372214007317356,1.0,Estimation,3531276,51,male,83800.0,871,9.419747140557238,0.8
707565,V3Z,2018-06-21,semi-detached/row/town-houses,516000.0,25,407640.0,2.02,0.252275215490817,0.0,Estimation,2986306,45,male,188300.0,871,4.302598944495717,0.79
862324,V8G,2017-11-19,detached,324000.0,20,252720.0,1.41,0.123185924529385,1.0,Estimation,1539783,49,male,57600.0,871,4.888511043991258,0.78
589946,V1Z,2012-01-24,semi-detached/row/town-houses,661000.0,25,522190.0,2.04,0.332718913838971,0.0,Estimation,8885551,50,male,61000.0,870,10.709301340848825,0.79
213231,V4C,2014-09-06,semi-detached/row/town-houses,717000.0,25,573600.0,2.27,0.407402107998182,0.0,Estimation,3284725,41,male,44100.0,870,8.091862242167812,0.8
572961,V0E,2016-11-28,detached,537000.0,20,429600.0,2.57,0.315015081227671,0.0,Estimation,6610176,46,male,98200.0,870,5.863205938479167,0.8
503777,V0P,2018-12-18,detached,226000.0,25,178540.0,2.76,0.103555930696655,0.0,Estimation,5495956,39,male,96900.0,870,3.8097756832377856,0.79
827312,V1X,2016-11-30,apartment,324000.0,25,239760.0,2.11,0.260003425998497,0.0,Estimation,6341878,44,male,97200.0,870,5.857730124465189,0.74
315517,V0X,2014-09-17,detached,543000.0,25,407250.0,2.19,0.176149098642674,0.0,Estimation,3019329,51,male,81500.0,870,8.061745265090938,0.75
321637,V5R,2017-08-21,apartment,921000.0,25,709170.0,2.21,0.421492243746792,1.0,Estimation,1341365,29,male,48300.0,869,5.134922674620223,0.77
892691,V0R,2018-09-27,detached,428000.0,30,342400.0,1.8,0.239875222890996,0.0,Estimation,2260805,45,female,90500.0,869,4.034284057810843,0.8
355829,V2R,2017-03-09,detached,885000.0,25,708000.0,2.22,0.369242412989226,0.0,Estimation,5644288,42,male,81900.0,869,5.586677330773328,0.8
916184,V5X,2018-09-09,semi-detached/row/town-houses,1419000.0,25,1135200.0,2.63,0.404061709016899,0.0,Estimation,9130863,60,male,73100.0,868,4.0835663839366365,0.8
449819,V9Z,2013-06-27,detached,470000.0,25,371300.0,1.77,0.136375076763145,0.0,Estimation,5608034,49,male,64500.0,868,9.285589697214801,0.79
701978,V8Z,2015-11-24,detached,837000.0,25,669600.0,2.42,0.359835533062104,1.0,Estimation,3830855,46,male,59900.0,868,6.8762315310649145,0.8
994341,V0E,2014-07-14,semi-detached/row/town-houses,189000.0,25,149310.0,1.65,0.126788494230972,0.0,Estimation,6718353,50,male,55500.0,868,8.23970922054519,0.79
534454,V9P,2015-03-01,apartment,351000.0,30,273780.0,2.01,0.230987555153127,1.0,Estimation,7843289,59,male,44000.0,868,7.609990608937834,0.78
626444,V1J,2011-07-25,detached,359000.0,25,272840.0,2.42,0.113743452811587,0.0,Estimation,2986457,45,male,52800.0,867,11.210338323127722,0.76
833516,V3R,2013-08-03,apartment,493000.0,25,394400.0,2.07,0.375354978082406,0.0,Estimation,966946,51,male,70800.0,867,9.184287137956227,0.8
555879,V6X,2014-04-14,semi-detached/row/town-houses,738000.0,25,583020.0,2.26,0.38245162262864,0.0,Estimation,845317,54,male,92500.0,867,8.488858758181145,0.79
27447,V2K,2015-09-25,semi-detached/row/town-houses,252000.0,25,201600.0,2.53,0.257496790597418,0.0,Estimation,7774732,76,male,54900.0,867,7.040505951484225,0.8
125091,V7E,2018-01-27,apartment,590000.0,25,472000.0,2.4,0.377164116444055,0.0,Estimation,1538778,42,male,63900.0,866,4.699595460509051,0.8
639244,V8A,2011-01-11,semi-detached/row/town-houses,312000.0,25,240240.0,1.7,0.101543034393325,0.0,Estimation,217329,33,female,39900.0,866,11.744230189490482,0.77
712065,V7E,2012-04-13,semi-detached/row/town-houses,847000.0,30,677600.0,2.21,0.24182346143915,0.0,Estimation,9275493,57,male,157500.0,866,10.490268780289744,0.8
509845,V6V,2017-02-24,semi-detached/row/town-houses,1025000.0,25,820000.0,1.59,0.436069893624379,0.0,Estimation,4970652,53,male,175500.0,866,5.622270121864178,0.8
375302,V3V,2018-09-30,apartment,457000.0,25,342750.0,2.92,0.320096611538729,1.0,Estimation,7026044,31,male,61900.0,866,4.026070336789878,0.75
627829,V1Y,2016-03-29,detached,1044000.0,20,835200.0,1.58,0.44161874629999,1.0,Estimation,1995739,52,female,197400.0,865,6.531255248184363,0.8
548812,V3T,2014-08-09,semi-detached/row/town-houses,620000.0,25,489800.0,2.08,0.185536919411008,0.0,Estimation,2842048,46,male,41600.0,865,8.16852363836349,0.79
639190,V3A,2013-11-18,detached,1129000.0,25,903200.0,1.24,0.376342435704392,0.0,Estimation,5508798,47,male,47600.0,865,8.891331088208457,0.8
373307,V3T,2015-09-22,detached,1156000.0,25,901680.0,2.61,0.287711214250824,0.0,Estimation,3097436,44,male,137900.0,865,7.04871967250519,0.78
806070,V4E,2017-06-22,detached,946000.0,20,756800.0,1.22,0.345512494764506,0.0,Estimation,7966214,56,male,98700.0,865,5.299197095039534,0.8
309076,V1J,2015-02-12,apartment,225000.0,25,180000.0,2.35,0.177379636322945,0.0,Estimation,5617369,35,male,119300.0,865,7.6565350280566395,0.8
609293,V4C,2017-02-25,semi-detached/row/town-houses,918000.0,30,734400.0,1.85,0.424069348628731,0.0,Estimation,3634779,49,male,61800.0,865,5.619532214857189,0.8
500306,V9L,2015-10-04,apartment,203000.0,25,162400.0,2.35,0.16423884246509,0.0,Estimation,8319237,48,male,53200.0,865,7.015864788421329,0.8
615422,V3G,2018-03-02,detached,854000.0,20,683200.0,1.99,0.361316172021167,0.0,Estimation,7567336,36,male,83800.0,864,4.606506622271442,0.8
840765,V3A,2018-05-03,apartment,365000.0,25,288350.0,1.63,0.320059123377283,0.0,Estimation,6934406,48,female,34100.0,864,4.4367563878381535,0.79
969059,V3J,2014-10-03,detached,1442000.0,25,1153600.0,2.92,0.410780565124715,0.0,Estimation,6202735,60,male,89200.0,864,8.017938752979122,0.8
476447,V1W,2016-04-27,detached,1052000.0,25,799520.0,2.01,0.30426414971763,0.0,Estimation,7362293,48,male,114500.0,864,6.451855944981696,0.76
220820,V9A,2011-05-29,apartment,480000.0,25,384000.0,2.56,0.323592022959315,0.0,Estimation,6772190,30,female,78900.0,864,11.366399022526068,0.8
653556,V2Y,2018-02-27,semi-detached/row/town-houses,384000.0,25,307200.0,1.61,0.272326312979847,0.0,Estimation,3627398,41,male,154500.0,863,4.614720343292407,0.8
108615,V1V,2017-10-26,semi-detached/row/town-houses,533000.0,30,415740.0,2.25,0.245082952794321,0.0,Estimation,5993139,63,male,54900.0,863,4.954220812158982,0.78
819323,V3Y,2016-11-17,apartment,403000.0,25,322400.0,2.85,0.293422478233643,1.0,Estimation,1758830,64,male,154100.0,863,5.89332291555604,0.8
429761,V2S,2017-12-17,apartment,338000.0,25,267020.0,3.17,0.284747069565294,0.0,Estimation,4136699,37,male,69500.0,863,4.811849647795579,0.79
153501,V2N,2013-01-25,detached,381000.0,25,293370.0,2.24,0.134976776630506,0.0,Estimation,6996852,45,male,98300.0,862,9.704489469284043,0.77
528144,V0E,2014-06-14,detached,647000.0,30,517600.0,1.26,0.377172732491439,0.0,Estimation,9690796,44,female,62200.0,862,8.321846430754846,0.8
863617,V3J,2014-04-28,apartment,456000.0,25,364800.0,2.22,0.377505147304287,0.0,Estimation,3637224,56,male,47100.0,862,8.450528060083306,0.8
370816,V3M,2018-11-06,apartment,513000.0,20,410400.0,2.27,0.149976825610878,0.0,Estimation,1332297,31,male,45400.0,861,3.9247677775313026,0.8
296381,V1V,2014-02-18,detached,665000.0,30,532000.0,1.76,0.319983168495109,0.0,Estimation,9688788,50,male,68000.0,861,8.639443643565514,0.8
884759,V3S,2015-01-06,apartment,440000.0,30,352000.0,2.39,0.383166734048905,0.0,Estimation,9112433,48,male,59200.0,861,7.757837587315214,0.8
